,Unnamed: 0,Unnamed: 0.1,id,label,template,placeholders,nr_instances,err
101691,101691,101691,135176,putting cup on a surface,Putting [something] on a surface,['cup'],2,
101705,101705,101705,177410,moving toy up,Moving [something] up,['toy'],2,
101781,101781,101781,141700,taking bottle,Taking [one of many similar things on the table],['bottle'],2,
101783,101783,101783,6638,covering a tomato with a cup,Covering [something] with [something],"['tomato', 'cup']",3,e_frame - s_frame < 4
101841,101841,101841,36056,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
101859,101859,101859,140040,uncovering coin,Uncovering [something],['coin'],2,False
101873,101873,101873,30157,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
101881,101881,101881,159403,taking coin,Taking [one of many similar things on the table],['coin'],2,
101883,101883,101883,147918,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
101887,101887,101887,165680,pushing a cellphone from left to right,Pushing [something] from left to right,['phone'],2,
101913,101913,101913,75408,covering mouse with newspaper,Covering [something] with [something],"['mouse', 'newspaper']",3,
101938,101938,101938,89673,moving notebook down,Moving [something] down,['book'],2,
101959,101959,101959,78119,taking glass bottle,Taking [one of many similar things on the table],['bottle'],2,
101991,101991,101991,135675,uncovering scissors,Uncovering [something],['scissors'],2,
102048,102048,102048,120873,putting pendrive on a surface,Putting [something] on a surface,['pendrive'],2,
102050,102050,102050,154263,pushing pen from right to left,Pushing [something] from right to left,['pen'],2,
102082,102082,102082,105918,covering a bowl with a ball,Covering [something] with [something],"['bowl', 'ball']",3,False
102091,102091,102091,138294,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
102093,102093,102093,43784,moving a candy up,Moving [something] up,['candy'],2,
102107,102107,102107,122569,moving a remote down,Moving [something] down,['remote'],2,
102110,102110,102110,12771,pushing iphone from right to left,Pushing [something] from right to left,['phone'],2,
102111,102111,102111,19151,pushing mobile from right to left,Pushing [something] from right to left,['phone'],2,
102131,102131,102131,207584,moving color pencils down,Moving [something] down,['pen'],2,
102145,102145,102145,210165,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
102152,102152,102152,182402,putting pen on a surface,Putting [something] on a surface,['pen'],2,False
102153,102153,102153,119325,moving brush down,Moving [something] down,['brush'],2,
102167,102167,102167,74000,putting a comb on a surface,Putting [something] on a surface,['comb'],2,
102180,102180,102180,81973,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
102181,102181,102181,78341,moving keys down,Moving [something] down,['key'],2,
102192,102192,102192,178229,moving sponge down,Moving [something] down,['sponge'],2,
102194,102194,102194,171267,moving color pencils down,Moving [something] down,['pen'],2,
102211,102211,102211,58231,moving key down,Moving [something] down,['key'],2,
102216,102216,102216,178317,pushing coffee mug from right to left,Pushing [something] from right to left,['mug'],2,
102250,102250,102250,28552,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
102255,102255,102255,197046,putting mouse on a surface,Putting [something] on a surface,['mouse'],2,
102257,102257,102257,12877,pushing watch from right to left,Pushing [something] from right to left,['watch'],2,
102276,102276,102276,97344,pushing dreidel from left to right,Pushing [something] from left to right,['dreidel'],2,
102293,102293,102293,28362,moving color pencils up,Moving [something] up,['pen'],2,
102310,102310,102310,215648,pushing screwdriver from right to left,Pushing [something] from right to left,['screwdriver'],2,
102316,102316,102316,194059,taking book,Taking [one of many similar things on the table],['book'],2,
102346,102346,102346,46545,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
102358,102358,102358,201611,pushing notebook from right to left,Pushing [something] from right to left,['book'],2,
102419,102419,102419,21946,moving key down,Moving [something] down,['key'],2,
102426,102426,102426,203667,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
102429,102429,102429,11797,moving matchbox down,Moving [something] down,['matchbox'],2,
102433,102433,102433,30339,pushing glass from left to right,Pushing [something] from left to right,['glass'],2,
102443,102443,102443,66427,putting pen on a surface,Putting [something] on a surface,['pen'],2,
102452,102452,102452,200130,covering glasses with sock,Covering [something] with [something],"['glass', 'sock']",3,
102458,102458,102458,103371,taking coins,Taking [one of many similar things on the table],['coin'],2,
102473,102473,102473,163827,pushing an onion from right to left,Pushing [something] from right to left,['onion'],2,
102485,102485,102485,50371,moving color pencils up,Moving [something] up,['pen'],2,
102521,102521,102521,39476,uncovering card,Uncovering [something],['card'],2,
102523,102523,102523,195390,uncovering toy,Uncovering [something],['toy'],2,e_frame - s_frame < 4
102527,102527,102527,24385,putting shampoo on a surface,Putting [something] on a surface,['shampoo'],2,
102531,102531,102531,61634,putting card on a surface,Putting [something] on a surface,['card'],2,
102547,102547,102547,211208,moving remote control up,Moving [something] up,['remote'],2,
102553,102553,102553,158782,covering handphone with paper,Covering [something] with [something],"['phone', 'paper']",3,False
102554,102554,102554,176290,moving candle up,Moving [something] up,['candle'],2,
102572,102572,102572,43123,putting pen on a surface,Putting [something] on a surface,['pen'],2,
102582,102582,102582,185059,pushing marker from right to left,Pushing [something] from right to left,['marker'],2,
102611,102611,102611,72596,covering sharpener with paper,Covering [something] with [something],"['sharpener', 'paper']",3,
102617,102617,102617,68436,putting remote on a surface,Putting [something] on a surface,['remote'],2,
102636,102636,102636,163467,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
102653,102653,102653,210589,putting clip on a surface,Putting [something] on a surface,['clip'],2,
102664,102664,102664,158533,pushing a shoe from left to right,Pushing [something] from left to right,['shoe'],2,
102670,102670,102670,19434,taking shoe,Taking [one of many similar things on the table],['shoe'],2,
102674,102674,102674,155405,uncovering marker,Uncovering [something],['marker'],2,e_frame - s_frame < 4
102677,102677,102677,68098,moving onion up,Moving [something] up,['onion'],2,
102688,102688,102688,216193,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
102702,102702,102702,176626,moving key down,Moving [something] down,['key'],2,
102710,102710,102710,64263,pushing shoe from right to left,Pushing [something] from right to left,['shoe'],2,
102737,102737,102737,170890,moving tea cup up,Moving [something] up,['cup'],2,
102760,102760,102760,170770,pushing a ball from left to right,Pushing [something] from left to right,['ball'],2,
102769,102769,102769,104894,moving pen down,Moving [something] down,['pen'],2,
102787,102787,102787,55401,covering screwdriver with blanket,Covering [something] with [something],"['screwdriver', 'blanket']",3,False
102793,102793,102793,178344,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
102802,102802,102802,36763,pushing cardboard box from right to left,Pushing [something] from right to left,['card'],2,
102815,102815,102815,203574,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
102853,102853,102853,210909,covering coin with tissue,Covering [something] with [something],"['coin', 'tissue']",3,
102877,102877,102877,41186,putting ring on a surface,Putting [something] on a surface,['ring'],2,
102884,102884,102884,111149,moving hat up,Moving [something] up,['hat'],2,
102891,102891,102891,6280,moving watch down,Moving [something] down,['watch'],2,
102919,102919,102919,192306,putting pen on a surface,Putting [something] on a surface,['pen'],2,
102924,102924,102924,124624,pushing key from left to right,Pushing [something] from left to right,['key'],2,
102929,102929,102929,91886,pushing shoe from right to left,Pushing [something] from right to left,['shoe'],2,
102949,102949,102949,177647,covering pencil with box,Covering [something] with [something],"['pen', 'box']",3,
102954,102954,102954,218484,moving glasses up,Moving [something] up,['glass'],2,
102973,102973,102973,108482,pushing pencil from left to right,Pushing [something] from left to right,['pen'],2,
102975,102975,102975,175258,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
102983,102983,102983,80182,uncovering plastic bottle,Uncovering [something],['bottle'],2,
103011,103011,103011,25099,pushing tissue from left to right,Pushing [something] from left to right,['tissue'],2,
103020,103020,103020,84133,pushing toy car from right to left,Pushing [something] from right to left,['toy car'],2,
103031,103031,103031,189196,taking remote,Taking [one of many similar things on the table],['remote'],2,
103051,103051,103051,213136,pushing pendrive from right to left,Pushing [something] from right to left,['pendrive'],2,
103112,103112,103112,209447,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,e_frame - s_frame < 4
103128,103128,103128,112986,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
103146,103146,103146,193495,putting pen on a surface,Putting [something] on a surface,['pen'],2,
103158,103158,103158,111656,pushing a mobile from right to left,Pushing [something] from right to left,['phone'],2,
103163,103163,103163,86255,moving cup down,Moving [something] down,['cup'],2,
103167,103167,103167,208194,putting a hat on a surface,Putting [something] on a surface,['hat'],2,
103182,103182,103182,59915,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
103190,103190,103190,117572,moving lamp box up,Moving [something] up,['lamp'],2,
103208,103208,103208,8341,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
103213,103213,103213,96197,putting pencil on a surface,Putting [something] on a surface,['pen'],2,
103217,103217,103217,12879,covering crayon with paper,Covering [something] with [something],"['crayon', 'paper']",3,e_frame - s_frame < 4
103219,103219,103219,53079,moving notebook down,Moving [something] down,['book'],2,
103226,103226,103226,128091,moving color pencils up,Moving [something] up,['pen'],2,
